Model,Brand,Price,Odometer,Paint color,Condition,Fuel,Transmission,Type
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
2017,Nissan,$38990,24362,black,good,gas,other,pickup
